beat_symbol,risk_label,risk_name
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
N,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
V,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
N,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
f,2,High Risk
f,2,High Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
/,0,Low Risk
